Date,Region,Median_price_per_m2,Transaction_count,Base_rate
2017-11-01,부산광역시,342.17993657152397,2699,1.5
2017-12-01,부산광역시,353.06578792515006,2109,1.5
2018-01-01,부산광역시,350.6906395433672,2704,1.5
2018-02-01,부산광역시,353.93251936431454,2346,1.5
2018-03-01,부산광역시,341.5783274440518,3123,1.5
2018-04-01,부산광역시,329.4505235910107,2019,1.5
2018-05-01,부산광역시,337.369092113678,2182,1.5
2018-06-01,부산광역시,339.67190995863785,1857,1.5
2018-07-01,부산광역시,327.83882783882785,1601,1.5
2018-08-01,부산광역시,340.13834554848427,1854,1.5
2018-09-01,부산광역시,360.8432522809867,2034,1.5
2018-10-01,부산광역시,342.6233533417839,2326,1.5
2018-11-01,부산광역시,340.33560898839403,1818,1.75
2018-12-01,부산광역시,333.83185557098597,1607,1.75
2019-01-01,부산광역시,334.7362055150878,1749,1.75
2019-02-01,부산광역시,336.76708503513504,1724,1.75
2019-03-01,부산광역시,332.80890717657024,2043,1.75
2019-04-01,부산광역시,333.53492117499957,2034,1.75
2019-05-01,부산광역시,335.68660022148396,2001,1.75
2019-06-01,부산광역시,341.09458836717215,2014,1.75
2019-07-01,부산광역시,350.0,2305,1.5
2019-08-01,부산광역시,365.4211059184809,2467,1.5
2019-09-01,부산광역시,363.7005649717514,2499,1.5
2019-10-01,부산광역시,383.63847133422576,4030,1.25
2019-11-01,부산광역시,429.6249652885979,7996,1.25
2019-12-01,부산광역시,388.9399618131674,4775,1.25
2020-01-01,부산광역시,371.25671624854,3208,1.25
2020-02-01,부산광역시,367.51988931165687,4071,1.25
2020-03-01,부산광역시,357.06972771833625,2880,0.75
2020-04-01,부산광역시,347.09968523715753,3152,0.75
2020-05-01,부산광역시,367.32236049779203,3943,0.5
2020-06-01,부산광역시,426.7425320056899,8189,0.5
2020-07-01,부산광역시,406.1405469856174,6197,0.5
2020-08-01,부산광역시,391.9606371445251,4381,0.5
2020-09-01,부산광역시,410.1008195920896,5390,0.5
2020-10-01,부산광역시,401.237118815972,3950,0.5
2021-03-01,부산광역시,331.72195365894316,3087,0.5
2021-04-01,부산광역시,303.4694703027418,138,0.5
2022-03-01,부산광역시,350.2597620244679,3858,1.25
2022-04-01,부산광역시,364.9156077821068,4608,1.5
2022-05-01,부산광역시,348.3333333333333,4366,1.75
2022-06-01,부산광역시,353.8537027251453,3226,1.75
2022-07-01,부산광역시,343.90001666871206,2500,2.25
2022-08-01,부산광역시,349.23796341034785,2264,2.5
2022-09-01,부산광역시,365.0924508302909,2234,2.5
2022-10-01,부산광역시,388.37236671766505,2554,3.0
2022-11-01,부산광역시,399.77658531308447,2212,3.25
2022-12-01,부산광역시,406.9976176133148,2052,3.25
2023-01-01,부산광역시,479.5149348665078,2732,3.5
2023-02-01,부산광역시,493.618321054406,4336,3.5
2023-03-01,부산광역시,469.51555201219634,4882,3.5
2023-04-01,부산광역시,465.15643786823443,4012,3.5
2015-01-01,서울특별시,513.03857301482,9600,2.0
2015-02-01,서울특별시,515.3738644304682,9827,2.0
2015-03-01,서울특별시,516.8351788029479,15500,1.75
2015-04-01,서울특별시,524.6699121096532,11796,1.75
2015-05-01,서울특별시,523.7608174417029,10164,1.75
2015-06-01,서울특별시,518.6480186480187,10716,1.5
2015-07-01,서울특별시,523.960908983869,11045,1.5
2015-08-01,서울특별시,526.403743315508,8712,1.5
2015-09-01,서울특별시,543.4301072093092,9717,1.5
2015-10-01,서울특별시,564.7016050597122,10586,1.5
2015-11-01,서울특별시,579.507102904173,7186,1.5
2015-12-01,서울특별시,556.6666666666666,4861,1.5
2016-01-01,서울특별시,542.0373553252384,4986,1.5
2016-02-01,서울특별시,546.9897209985317,5355,1.5
2016-03-01,서울특별시,550.7126870067145,8839,1.5
2016-04-01,서울특별시,590.0324613328241,10443,1.5
2016-05-01,서울특별시,599.5403521168382,10838,1.5
2016-06-01,서울특별시,595.2138295187622,13280,1.25
2016-07-01,서울특별시,586.6177818515124,11819,1.25
2016-08-01,서울특별시,598.3920366782763,11006,1.25
2016-09-01,서울특별시,603.4274680183441,11303,1.25
2016-10-01,서울특별시,606.1211576248044,12129,1.25
2016-11-01,서울특별시,588.662270062234,5762,1.25
2016-12-01,서울특별시,591.6919621828641,4212,1.25
2017-01-01,서울특별시,593.9662394090954,3716,1.25
2017-02-01,서울특별시,607.1221978387558,5726,1.25
2017-03-01,서울특별시,618.5644645027886,8586,1.25
2017-04-01,서울특별시,645.8844790912609,9356,1.25
2017-05-01,서울특별시,680.8297089327534,14767,1.25
2017-06-01,서울특별시,630.9834638816362,12836,1.25
2017-07-01,서울특별시,658.0964736407594,14933,1.25
2017-08-01,서울특별시,626.9215144580029,5110,1.25
2017-09-01,서울특별시,688.3750482282953,6854,1.25
2017-10-01,서울특별시,702.8490699317165,6311,1.25
2017-11-01,서울특별시,745.2302903096479,8125,1.5
2017-12-01,서울특별시,758.8392261507672,8531,1.5
2018-01-01,서울특별시,736.9471512049665,12548,1.5
2018-02-01,서울특별시,676.5327695560254,9139,1.5
2018-03-01,서울특별시,646.2984723854289,9337,1.5
2018-04-01,서울특별시,647.9888781545278,4485,1.5
2018-05-01,서울특별시,653.5344593298257,4698,1.5
2018-06-01,서울특별시,661.332078136032,5238,1.5
2018-07-01,서울특별시,727.9151943462897,7013,1.5
2018-08-01,서울특별시,746.0797980184007,14936,1.5
2018-09-01,서울특별시,741.2515083606276,7195,1.5
2018-10-01,서울특별시,721.038521236066,3259,1.5
2018-11-01,서울특별시,713.8168690515262,1763,1.75
2018-12-01,서울특별시,709.2573989065131,1566,1.75
2019-01-01,서울특별시,713.2018209408194,1701,1.75
2019-02-01,서울특별시,735.6232345465294,1454,1.75
2019-03-01,서울특별시,746.93784636006,2274,1.75
2019-04-01,서울특별시,828.511521404555,3015,1.75
2019-05-01,서울특별시,912.0866188066376,4397,1.75
2019-06-01,서울특별시,960.8189306216447,6810,1.75
2019-07-01,서울특별시,944.9562957713206,8807,1.5
2019-08-01,서울특별시,884.5327628021253,6600,1.5
2019-09-01,서울특별시,925.2120277563608,7021,1.5
2019-10-01,서울특별시,929.1822078262007,11528,1.25
2019-11-01,서울특별시,935.5142386443869,11483,1.25
2019-12-01,서울특별시,888.0826414182799,9479,1.25
2020-01-01,서울특별시,810.966641352896,6472,1.25
2020-02-01,서울특별시,823.86123163339,8272,1.25
2020-03-01,서울특별시,803.0231459612659,4349,0.75
2020-04-01,서울특별시,810.698857920587,3013,0.75
2020-05-01,서울특별시,912.6236457842675,5491,0.5
2020-06-01,서울특별시,985.3474733291657,15540,0.5
2020-07-01,서울특별시,1011.326860841424,10627,0.5
2020-08-01,서울특별시,1083.4976245492296,4985,0.5
2020-09-01,서울특별시,1084.343029560134,3727,0.5
2020-10-01,서울특별시,984.762979683973,1881,0.5
2021-03-01,서울특별시,1126.283693542292,6196,0.5
2021-04-01,서울특별시,1188.811188811189,3729,0.5
2021-05-01,서울특별시,1201.3214656386463,4934,0.5
2021-06-01,서울특별시,1200.5119895477926,3892,0.5
2021-07-01,서울특별시,1236.1783867424347,4720,0.5
2021-08-01,서울특별시,1287.3803036365675,4100,0.75
2021-09-01,서울특별시,1346.1158972727794,2744,0.75
2021-10-01,서울특별시,1302.5070204669514,2252,0.75
2021-11-01,서울특별시,1228.8211435653764,1390,1.0
2021-12-01,서울특별시,1241.9553794619994,1136,1.0
2022-01-01,서울특별시,1119.1612530659027,1088,1.25
2022-02-01,서울특별시,1170.6888434999037,798,1.25
2022-03-01,서울특별시,1238.327922621239,3328,1.25
2022-04-01,서울특별시,1278.6686961811943,3584,1.5
2022-05-01,서울특별시,1201.1658384715379,3468,1.75
2022-06-01,서울특별시,1235.5848434925865,2030,1.75
2022-07-01,서울특별시,1140.9991172009973,1344,2.25
2022-08-01,서울특별시,1107.7508960573477,1438,2.5
2022-09-01,서울특별시,1052.1042084168337,1202,2.5
2022-10-01,서울특별시,1057.5798769186579,1140,3.0
2022-11-01,서울특별시,1118.9044756179023,1262,3.25
2022-12-01,서울특별시,1150.8379888268157,1650,3.25
2023-01-01,서울특별시,1167.4718196457327,2898,3.5
2023-02-01,서울특별시,1213.8590203106332,4958,3.5
2023-03-01,서울특별시,1197.682513835298,5602,3.5
2023-04-01,서울특별시,1180.5169374774866,4804,3.5
2015-01-01,세종특별자치시,229.62031397928473,131,2.0
2015-02-01,세종특별자치시,317.15437182407567,113,2.0
2015-03-01,세종특별자치시,246.9577624015102,186,1.75
2015-04-01,세종특별자치시,315.30929202033394,170,1.75
2015-05-01,세종특별자치시,301.5120071153276,180,1.75
2015-06-01,세종특별자치시,232.50143186857431,167,1.5
2015-07-01,세종특별자치시,224.61510582691716,168,1.5
2015-08-01,세종특별자치시,218.40066960464756,147,1.5
2015-09-01,세종특별자치시,297.99472040819813,170,1.5
2015-10-01,세종특별자치시,282.0602662929222,218,1.5
2015-11-01,세종특별자치시,221.71575456474102,178,1.5
2015-12-01,세종특별자치시,315.38618010688486,170,1.5
2016-01-01,세종특별자치시,293.10385004430213,332,1.5
2016-02-01,세종특별자치시,330.85194375516954,322,1.5
2016-03-01,세종특별자치시,295.7221203172433,576,1.5
2016-04-01,세종특별자치시,305.9327418633657,494,1.5
2016-05-01,세종특별자치시,226.0876937642188,422,1.5
2016-06-01,세종특별자치시,337.1974397802034,600,1.25
2016-07-01,세종특별자치시,353.4405725007697,560,1.25
2016-08-01,세종특별자치시,352.0803355478676,708,1.25
2016-09-01,세종특별자치시,360.7828976623738,648,1.25
2016-10-01,세종특별자치시,374.4156695108694,980,1.25
2016-11-01,세종특별자치시,374.6296607832967,724,1.25
2016-12-01,세종특별자치시,360.3370430662685,552,1.25
2017-01-01,세종특별자치시,356.6751551800218,236,1.25
2017-02-01,세종특별자치시,339.49907654032864,326,1.25
2017-03-01,세종특별자치시,345.6465541389549,327,1.25
2017-04-01,세종특별자치시,365.26452221043945,337,1.25
2017-05-01,세종특별자치시,384.00196079513455,480,1.25
2017-06-01,세종특별자치시,394.70569408904794,774,1.25
2017-07-01,세종특별자치시,397.21813561588874,557,1.25
2017-08-01,세종특별자치시,373.8252206719038,246,1.25
2017-09-01,세종특별자치시,356.8321392582947,192,1.25
2017-10-01,세종특별자치시,370.382774342533,182,1.25
2017-11-01,세종특별자치시,365.88263245426464,195,1.5
2017-12-01,세종특별자치시,327.69865578803973,252,1.5
2018-01-01,세종특별자치시,375.35594097851407,271,1.5
2018-02-01,세종특별자치시,418.5580380828863,345,1.5
2018-03-01,세종특별자치시,422.9423311466036,478,1.5
2018-04-01,세종특별자치시,408.5874373479932,262,1.5
2018-05-01,세종특별자치시,419.62774957698815,329,1.5
2018-06-01,세종특별자치시,395.06123449134617,237,1.5
2018-07-01,세종특별자치시,407.42406722261603,175,1.5
2018-08-01,세종특별자치시,388.8904601634754,209,1.5
2018-09-01,세종특별자치시,399.78065840134803,268,1.5
2018-10-01,세종특별자치시,385.6057883548826,256,1.5
2018-11-01,세종특별자치시,418.1373113271661,246,1.75
2018-12-01,세종특별자치시,397.59056385061797,335,1.75
2019-01-01,세종특별자치시,385.86336928878364,570,1.75
2019-02-01,세종특별자치시,367.24323855119206,418,1.75
2019-03-01,세종특별자치시,372.9538989247752,400,1.75
2019-04-01,세종특별자치시,398.00385757585036,450,1.75
2019-05-01,세종특별자치시,388.3193538365952,492,1.75
2019-06-01,세종특별자치시,446.738889453795,470,1.75
2019-07-01,세종특별자치시,446.91215633665325,588,1.5
2019-08-01,세종특별자치시,440.1905766165667,672,1.5
2019-09-01,세종특별자치시,468.9536109428043,642,1.5
2019-10-01,세종특별자치시,474.15111654940347,990,1.25
2019-11-01,세종특별자치시,521.2599597885173,2014,1.25
2019-12-01,세종특별자치시,520.1223817368792,3976,1.25
2020-01-01,세종특별자치시,448.9626292853817,2142,1.25
2020-02-01,세종특별자치시,509.46516036537105,2072,1.25
2020-03-01,세종특별자치시,482.37110102968586,867,0.75
2020-04-01,세종특별자치시,435.3172467718117,677,0.75
2020-05-01,세종특별자치시,514.1405339716689,1183,0.5
2020-06-01,세종특별자치시,617.67031229411,2771,0.5
2020-07-01,세종특별자치시,688.762731674737,2459,0.5
2020-08-01,세종특별자치시,734.1845814471218,1333,0.5
2020-09-01,세종특별자치시,459.7958954805428,581,0.5
2020-10-01,세종특별자치시,448.581361444432,221,0.5
2021-03-01,세종특별자치시,498.0699046221677,298,0.5
2021-04-01,세종특별자치시,440.257110152329,5,0.5
2022-03-01,세종특별자치시,698.6804725817522,480,1.25
2022-04-01,세종특별자치시,720.48823673454,554,1.5
2022-05-01,세종특별자치시,685.4403783433388,476,1.75
2022-06-01,세종특별자치시,653.3130630514174,260,1.75
2022-07-01,세종특별자치시,674.760447499122,272,2.25
2022-08-01,세종특별자치시,642.2281751261113,296,2.5
2022-09-01,세종특별자치시,623.6064455020913,294,2.5
2022-10-01,세종특별자치시,633.9852815311746,350,3.0
2022-11-01,세종특별자치시,628.2073819225825,452,3.25
2022-12-01,세종특별자치시,624.4845057146223,474,3.25
2023-01-01,세종특별자치시,613.5486421518676,624,3.5
2023-02-01,세종특별자치시,667.779632721202,1162,3.5
2023-03-01,세종특별자치시,642.0872114955013,1042,3.5
2023-04-01,세종특별자치시,676.6433312975195,850,3.5
2015-01-01,울산광역시,273.0583844494488,1802,2.0
2015-02-01,울산광역시,276.1051224005665,1498,2.0
2015-03-01,울산광역시,274.8838615684873,2317,1.75
2015-04-01,울산광역시,272.7120629078133,2089,1.75
2015-05-01,울산광역시,276.09480131010946,2000,1.75
2015-06-01,울산광역시,278.5334286536622,1963,1.5
2015-07-01,울산광역시,280.95238095238096,1794,1.5
2015-08-01,울산광역시,273.015873015873,1382,1.5
2015-09-01,울산광역시,286.8605817452357,1617,1.5
2015-10-01,울산광역시,291.90678582101566,1840,1.5
2015-11-01,울산광역시,294.5406272470822,1527,1.5
2015-12-01,울산광역시,293.8940967823664,1189,1.5
2016-01-01,울산광역시,292.37971402237326,2040,1.5
2016-02-01,울산광역시,288.5496003976301,2248,1.5
2016-03-01,울산광역시,287.9225913033217,2978,1.5
2016-04-01,울산광역시,294.39042736176384,2700,1.5
2016-05-01,울산광역시,283.8070348668768,1890,1.5
2016-06-01,울산광역시,304.20014876711184,2224,1.25
2016-07-01,울산광역시,292.4956079215417,2228,1.25
2016-08-01,울산광역시,301.98819619154966,2152,1.25
2016-09-01,울산광역시,312.53722436280736,2126,1.25
2016-10-01,울산광역시,323.03114784954175,2508,1.25
2016-11-01,울산광역시,317.2918141071007,2366,1.25
2016-12-01,울산광역시,303.9521819656824,2092,1.25
2017-01-01,울산광역시,301.0908533449916,836,1.25
2017-02-01,울산광역시,303.03030303030306,955,1.25
2017-03-01,울산광역시,302.642423696714,1086,1.25
2017-04-01,울산광역시,292.8380187416332,919,1.25
2017-05-01,울산광역시,291.7639213071024,1033,1.25
2017-06-01,울산광역시,300.03529827038477,1183,1.25
2017-07-01,울산광역시,299.5182815948941,1018,1.25
2017-08-01,울산광역시,311.9867670518428,999,1.25
2017-09-01,울산광역시,301.9854951848769,1015,1.25
2017-10-01,울산광역시,308.7905237887234,826,1.25
2017-11-01,울산광역시,296.40003537239704,890,1.5
2017-12-01,울산광역시,305.3763440860215,703,1.5
2018-01-01,울산광역시,295.3427623373261,781,1.5
2018-02-01,울산광역시,291.7377767091949,654,1.5
2018-03-01,울산광역시,293.2136927261808,923,1.5
2018-04-01,울산광역시,292.53731343283584,639,1.5
2018-05-01,울산광역시,276.3666401266481,640,1.5
2018-06-01,울산광역시,292.97564419343456,652,1.5
2018-07-01,울산광역시,291.93952613977075,549,1.5
2018-08-01,울산광역시,274.9367063460462,598,1.5
2018-09-01,울산광역시,289.97073689811117,589,1.5
2018-10-01,울산광역시,292.498997342927,794,1.5
2018-11-01,울산광역시,281.9443543297333,655,1.75
2018-12-01,울산광역시,270.85930568751496,616,1.75
2019-01-01,울산광역시,275.18669680207296,734,1.75
2019-02-01,울산광역시,268.2763246143527,811,1.75
2019-03-01,울산광역시,271.8216660777197,969,1.75
2019-04-01,울산광역시,277.1754546031028,910,1.75
2019-05-01,울산광역시,281.41081060261183,848,1.75
2019-06-01,울산광역시,294.9355355186652,903,1.75
2019-07-01,울산광역시,300.2179161578893,1020,1.5
2019-08-01,울산광역시,300.5326026457815,960,1.5
2019-09-01,울산광역시,306.8000224757942,1152,1.5
2019-10-01,울산광역시,331.79202993187675,2223,1.25
2019-11-01,울산광역시,328.9363833695108,2097,1.25
2019-12-01,울산광역시,328.27391457818567,1693,1.25
2020-01-01,울산광역시,326.3921483229055,2584,1.25
2020-02-01,울산광역시,325.23902111333456,3226,1.25
2020-03-01,울산광역시,318.5840707964602,1758,0.75
2020-04-01,울산광역시,296.4322844639785,1920,0.75
2020-05-01,울산광역시,329.50385052392375,2825,0.5
2020-06-01,울산광역시,364.7612402352828,4954,0.5
2020-07-01,울산광역시,353.088642903801,3865,0.5
2020-08-01,울산광역시,329.78971056103046,2767,0.5
2020-09-01,울산광역시,346.47550776583034,3103,0.5
2020-10-01,울산광역시,346.8946000119356,1574,0.5
2021-03-01,울산광역시,264.1664296978001,981,0.5
2021-04-01,울산광역시,288.1001453421584,52,0.5
2022-03-01,울산광역시,291.86771801812404,1766,1.25
2022-04-01,울산광역시,300.34190397514317,2540,1.5
2022-05-01,울산광역시,300.2486322532983,2084,1.75
2022-06-01,울산광역시,289.4409528396167,1546,1.75
2022-07-01,울산광역시,270.65652348161666,1096,2.25
2022-08-01,울산광역시,302.48352918745303,1024,2.5
2022-09-01,울산광역시,303.33687279996155,932,2.5
2022-10-01,울산광역시,303.8117780054403,1102,3.0
2022-11-01,울산광역시,348.02930155131617,978,3.25
2022-12-01,울산광역시,362.5445430454432,904,3.25
2023-01-01,울산광역시,380.3460659484166,1170,3.5
2023-02-01,울산광역시,386.0197881587867,1848,3.5
2023-03-01,울산광역시,386.60259292321444,2000,3.5
2023-04-01,울산광역시,370.2004979688114,1762,3.5
2015-01-01,인천광역시,285.3421738100876,3975,2.0
2015-02-01,인천광역시,285.04117698587294,3882,2.0
2015-03-01,인천광역시,285.8876870088652,6500,1.75
2015-04-01,인천광역시,285.5659397715472,4965,1.75
2015-05-01,인천광역시,290.2685177682628,3964,1.75
2015-06-01,인천광역시,286.34454878838346,4068,1.5
2015-07-01,인천광역시,298.05575935436536,4097,1.5
2015-08-01,인천광역시,300.35542058102084,3855,1.5
2015-09-01,인천광역시,304.5250433941995,3896,1.5
2015-10-01,인천광역시,312.96204193353026,4475,1.5
2015-11-01,인천광역시,320.58772787866735,2970,1.5
2015-12-01,인천광역시,315.8355063895952,2277,1.5
2016-01-01,인천광역시,309.63032728985166,2323,1.5
2016-02-01,인천광역시,305.9353117705902,2319,1.5
2016-03-01,인천광역시,300.8987370695506,3722,1.5
2016-04-01,인천광역시,311.105612607844,3762,1.5
2016-05-01,인천광역시,313.3057504347305,3727,1.5
2016-06-01,인천광역시,316.77225741913975,4240,1.25
2016-07-01,인천광역시,321.6666666666667,4357,1.25
2016-08-01,인천광역시,317.6852703112759,4268,1.25
2016-09-01,인천광역시,322.8070175438597,4577,1.25
2016-10-01,인천광역시,335.09256932227527,4797,1.25
2016-11-01,인천광역시,337.8853673857026,2698,1.25
2016-12-01,인천광역시,335.6973995271868,2097,1.25
2017-01-01,인천광역시,325.02708559046584,1815,1.25
2017-02-01,인천광역시,317.98323484369377,2586,1.25
2017-03-01,인천광역시,318.27228882191014,3336,1.25
2017-04-01,인천광역시,323.6927120681549,3204,1.25
2017-05-01,인천광역시,321.5265530355597,3506,1.25
2017-06-01,인천광역시,334.5153664302601,4049,1.25
2017-07-01,인천광역시,337.7457102742301,3706,1.25
2017-08-01,인천광역시,343.027591349739,3379,1.25
2017-09-01,인천광역시,341.42490625616733,3433,1.25
2017-10-01,인천광역시,336.6281828029513,2766,1.25
2017-11-01,인천광역시,336.3585936670167,2589,1.5
2017-12-01,인천광역시,329.5668549905838,2081,1.5
2018-01-01,인천광역시,333.6113427856547,2487,1.5
2018-02-01,인천광역시,336.1344537815126,2241,1.5
2018-03-01,인천광역시,336.80700525877035,3306,1.5
2018-04-01,인천광역시,324.68619246861925,2305,1.5
2018-05-01,인천광역시,331.25461186128393,2244,1.5
2018-06-01,인천광역시,331.6427471680913,2208,1.5
2018-07-01,인천광역시,331.53542135290144,2134,1.5
2018-08-01,인천광역시,341.20138241773566,2716,1.5
2018-09-01,인천광역시,355.2196263607964,3364,1.5
2018-10-01,인천광역시,347.0609552801334,3346,1.5
2018-11-01,인천광역시,341.4985023166392,2024,1.75
2018-12-01,인천광역시,335.5456481757755,1962,1.75
2019-01-01,인천광역시,330.208149065393,2065,1.75
2019-02-01,인천광역시,321.8870991959037,1892,1.75
2019-03-01,인천광역시,323.54844402611917,2439,1.75
2019-04-01,인천광역시,321.74131997873707,2355,1.75
2019-05-01,인천광역시,324.0001668457285,2326,1.75
2019-06-01,인천광역시,329.62505150391434,2463,1.75
2019-07-01,인천광역시,333.89588510705636,2770,1.5
2019-08-01,인천광역시,345.8918931234879,2862,1.5
2019-09-01,인천광역시,346.40905542544886,2733,1.5
2019-10-01,인천광역시,359.0092762320064,3882,1.25
2019-11-01,인천광역시,376.0096446473852,4061,1.25
2019-12-01,인천광역시,372.975056257071,4351,1.25
2020-01-01,인천광역시,387.0144908151891,4310,1.25
2020-02-01,인천광역시,385.94092515217017,8759,1.25
2020-03-01,인천광역시,348.3799512210182,5340,0.75
2020-04-01,인천광역시,338.4469010729208,3962,0.75
2020-05-01,인천광역시,347.69330707971636,4936,0.5
2020-06-01,인천광역시,366.6895133653187,6727,0.5
2020-07-01,인천광역시,350.10795192180717,3354,0.5
2020-08-01,인천광역시,350.05380456625744,2379,0.5
2020-09-01,인천광역시,354.82899803891064,2216,0.5
2020-10-01,인천광역시,347.8551718371101,1985,0.5
2021-03-01,인천광역시,397.5870578557719,4341,0.5
2021-04-01,인천광역시,400.35085355430766,94,0.5
2022-03-01,인천광역시,470.3753957485301,2442,1.25
2022-04-01,인천광역시,473.0727112198568,3008,1.5
2022-05-01,인천광역시,468.1647940074906,2874,1.75
2022-06-01,인천광역시,465.04697750172386,2172,1.75
2022-07-01,인천광역시,470.56098108344855,1514,2.25
2022-08-01,인천광역시,460.61415220293725,1782,2.5
2022-09-01,인천광역시,460.3682946357086,1590,2.5
2022-10-01,인천광역시,458.6180794466609,1704,3.0
2022-11-01,인천광역시,474.7809325288066,1856,3.25
2022-12-01,인천광역시,467.26649218210684,1828,3.25
2023-01-01,인천광역시,470.59195920508824,2668,3.5
2023-02-01,인천광역시,484.50741901401614,4496,3.5
2023-03-01,인천광역시,461.07805268469224,4974,3.5
2023-04-01,인천광역시,466.97798532354904,4086,3.5
2015-01-01,전라남도,144.81424199305425,1496,2.0
2015-02-01,전라남도,147.25944286451423,1209,2.0
2015-03-01,전라남도,147.21469791543987,1813,1.75
2015-04-01,전라남도,145.58232931726909,1695,1.75
2015-05-01,전라남도,151.16487818834486,1572,1.75
2015-06-01,전라남도,145.74821584585777,1692,1.5
2015-07-01,전라남도,147.118097541314,1501,1.5
2015-08-01,전라남도,148.93260987211258,1426,1.5
2015-09-01,전라남도,150.70921985815602,1479,1.5
2015-10-01,전라남도,148.96267807811063,1735,1.5
2015-11-01,전라남도,155.87912458642685,1514,1.5
2015-12-01,전라남도,156.0140915953699,1461,1.5
2016-01-01,전라남도,146.77702124189668,1351,1.5
2016-02-01,전라남도,145.5449059282925,1419,1.5
2016-03-01,전라남도,147.1060233229913,1834,1.5
2016-04-01,전라남도,149.78067829250023,1699,1.5
2016-05-01,전라남도,149.60461637101943,1317,1.5
2016-06-01,전라남도,150.19912144541678,1554,1.25
2016-07-01,전라남도,152.959171667255,1541,1.25
2016-08-01,전라남도,153.2838108713595,1785,1.25
2016-09-01,전라남도,163.82344976983484,1807,1.25
2016-10-01,전라남도,160.0609756097561,2082,1.25
2016-11-01,전라남도,153.5118539259035,1663,1.25
2016-12-01,전라남도,164.8936170212766,1380,1.25
2017-01-01,전라남도,158.777003895644,1233,1.25
2017-02-01,전라남도,162.1209231356094,1519,1.25
2017-03-01,전라남도,164.84842788977025,1630,1.25
2017-04-01,전라남도,168.43971631205673,1422,1.25
2017-05-01,전라남도,166.70278560354743,1505,1.25
2017-06-01,전라남도,166.66666666666666,1611,1.25
2017-07-01,전라남도,174.8661311914324,1467,1.25
2017-08-01,전라남도,164.8936170212766,1391,1.25
2017-09-01,전라남도,180.59526477020773,1620,1.25
2017-10-01,전라남도,170.2127659574468,1229,1.25
2017-11-01,전라남도,172.75397710180317,1454,1.5
2017-12-01,전라남도,169.84605087014725,1281,1.5
2018-01-01,전라남도,178.38536270724347,1454,1.5
2018-02-01,전라남도,176.63683466792276,1255,1.5
2018-03-01,전라남도,176.58048382442675,1726,1.5
2018-04-01,전라남도,158.93375762938763,1450,1.5
2018-05-01,전라남도,177.95487228248717,1464,1.5
2018-06-01,전라남도,175.10217335188162,1306,1.5
2018-07-01,전라남도,176.23243629435578,1207,1.5
2018-08-01,전라남도,176.2705898158651,1210,1.5
2018-09-01,전라남도,185.22634659553975,1209,1.5
2018-10-01,전라남도,175.8634127514066,1610,1.5
2018-11-01,전라남도,180.2361266693485,1426,1.75
2018-12-01,전라남도,171.68097341445122,1233,1.75
2019-01-01,전라남도,183.33333333333334,2878,1.75
2019-02-01,전라남도,176.6408832497883,2772,1.75
2019-03-01,전라남도,179.37782237832414,3278,1.75
2019-04-01,전라남도,178.48206839032525,2658,1.75
2019-05-01,전라남도,184.06961178045515,2442,1.75
2019-06-01,전라남도,182.0711812430248,2212,1.75
2019-07-01,전라남도,180.21201413427562,2470,1.5
2019-08-01,전라남도,183.25988146407735,2412,1.5
2019-09-01,전라남도,178.83755588673623,2362,1.5
2019-10-01,전라남도,184.49264522562953,2910,1.25
2019-11-01,전라남도,183.4126567969393,2728,1.25
2019-12-01,전라남도,186.73795950829052,2976,1.25
2020-01-01,전라남도,192.51604300358363,2628,1.25
2020-02-01,전라남도,191.45505844417573,3702,1.25
2020-03-01,전라남도,191.95460391261804,3152,0.75
2020-04-01,전라남도,185.52376268382312,3158,0.75
2020-05-01,전라남도,188.15855494229805,3403,0.5
2020-06-01,전라남도,186.01935268601935,4571,0.5
2020-07-01,전라남도,196.31625883590124,4108,0.5
2020-08-01,전라남도,189.00654377343744,3006,0.5
2020-09-01,전라남도,187.1345029239766,3441,0.5
2020-10-01,전라남도,177.56148888596607,2007,0.5
2020-11-01,전라남도,178.11704834605598,1258,0.5
2020-12-01,전라남도,187.42442563482467,1393,0.5
2021-01-01,전라남도,182.43879472693033,1051,0.5
2021-02-01,전라남도,184.38963252199818,694,0.5
2021-03-01,전라남도,185.10356985456147,1683,0.5
2021-04-01,전라남도,174.36026091319619,147,0.5
2022-03-01,전라남도,200.62548223010725,2984,1.25
2022-04-01,전라남도,194.1867876463436,2944,1.5
2022-05-01,전라남도,184.3769982005836,2732,1.75
2022-06-01,전라남도,192.94496155969173,2120,1.75
2022-07-01,전라남도,194.163332548835,1994,2.25
2022-08-01,전라남도,196.66666666666666,1762,2.5
2022-09-01,전라남도,182.95959698923036,1696,2.5
2022-10-01,전라남도,177.56255044390636,1722,3.0
2022-11-01,전라남도,182.11420109111435,1452,3.25
2022-12-01,전라남도,188.15855494229805,1290,3.25
2023-01-01,전라남도,203.99836801305588,1654,3.5
2023-02-01,전라남도,203.85523673000125,2196,3.5
2023-03-01,전라남도,200.19324547881047,2380,3.5
2023-04-01,전라남도,212.6014688828759,2206,3.5
2015-01-01,전라북도,175.0841750841751,1961,2.0
2015-02-01,전라북도,170.27378639065506,1624,2.0
2015-03-01,전라북도,167.13747645951037,2441,1.75
2015-04-01,전라북도,170.78589280755347,2113,1.75
